drivername,championshipposition,yearofseason,racingseries,points,sprintwins,featurewins,podiums,pointsfinishes,totalwins,promoted,team,constructorschampionshipstanding,numberofraces,polepositions,dnsdnfdsq,nationality,dnf_rate,win_rate,nat_id,pole_rate,podium_rate,points_per_race,rev_championship_pos,rev_const_champ,constructorsstandings,points_finish_rate,post_formalization,z_rev,z_points,z_pole,z_dnf,perf_index,driver_id,team_id,const_champ
L. Fornaroli,1,2025,FIA Formula 2,211,3,1,8,23,4,0,Invicta Racing,1,27,3,2,Italy,.074074075,.14814815,27,.11111111,.2962963,7.814815,-1,-1,,.85185188,1,1.6320499,1.8556448,2.0582812,-.84574348,6.3917193,59,16,1
J. Crawford,2,2025,FIA Formula 2,175,1,2,7,17,3,0,DAMS Lucas Oil,4,27,2,3,America,.11111111,.11111111,1,.074074075,.25925925,6.4814816,-2,-4,,.62962961,1,1.521082,1.0265135,1.2428505,-.59882945,4.3892756,46,11,4
R. Verschoor,3,2025,FIA Formula 2,170,2,2,7,21,4,0,MP Motorsport,5,27,0,3,Netherlands,.11111111,.14814815,32,0,.25925925,6.2962961,-3,-5,,.77777779,1,1.4101142,1.5792677,-.38801068,-.59882945,3.2002006,102,18,5
L. Browning,4,2025,FIA Formula 2,162,0,1,9,16,1,0,Hitech TGR,2,27,1,2,Britian,.074074075,.037037037,9,.037037037,.33333334,6,-4,-2,,.5925926,1,1.2991463,.88832498,.42741993,-.84574348,3.4606347,57,15,2
A. Dunne,5,2025,FIA Formula 2,150,0,2,8,19,2,0,Rodin Motorsport,7,27,2,6,Ireland,.22222222,.074074075,25,.074074075,.2962963,5.5555553,-5,-7,,.7037037,1,1.1881784,1.3028905,1.2428505,.14191264,3.5920069,5,25,7
A. Lindblad,6,2025,FIA Formula 2,134,2,1,5,17,3,1,Campos Racing,3,27,1,3,Britian,.11111111,.11111111,9,.037037037,.18518518,4.9629631,-6,-3,,.62962961,1,1.0772105,1.0265135,.42741993,-.59882945,3.1299734,10,5,3
D. Beganovic,7,2025,FIA Formula 2,116,1,0,4,15,1,0,Hitech TGR,2,27,1,2,Sweden,.074074075,.037037037,39,.037037037,.14814815,4.2962961,-7,-2,,.55555558,1,.96624261,.75013649,.42741993,-.84574348,2.9895425,25,15,2
J. Martí,8,2025,FIA Formula 2,112,3,0,5,14,3,0,Campos Racing,3,23,0,3,Spain,.13043478,.13043478,38,0,.2173913,4.869565,-8,-3,,.60869563,1,.85527474,.94840682,-.38801068,-.47000474,1.8856757,52,5,3
J. Dürksen,9,2025,FIA Formula 2,107,1,1,8,10,2,0,AIX Racing,9,27,0,4,Paraguay,.14814815,.074074075,35,0,.2962963,3.9629629,-9,-9,,.37037036,1,.74430686,.059193626,-.38801068,-.35191542,.76740521,49,1,9
R. Stanek,10,2025,FIA Formula 2,105,0,1,5,13,1,0,Invicta Racing,1,27,2,1,Czech Republic,.037037037,.037037037,16,.074074075,.18518518,3.8888888,-10,-1,,.48148149,1,.63333893,.47375935,1.2428505,-1.0926574,3.4426062,100,16,1
V. Martins,11,2025,FIA Formula 2,97,0,1,3,17,1,0,ART Grand Prix,8,27,2,6,France,.22222222,.037037037,20,.074074075,.11111111,3.5925925,-11,-8,,.62962961,1,.52237105,1.0265135,1.2428505,.14191264,2.6498225,118,2,8
S. Montoya,12,2025,FIA Formula 2,91,0,0,2,13,0,0,Prema Racing,6,27,0,5,Columbia,.18518518,0,15,0,.074074075,3.3703704,-12,-6,,.48148149,1,.41140318,.47375935,-.38801068,-.10500144,.6021533,110,21,6
G. Minì,13,2025,FIA Formula 2,72,0,0,3,14,0,0,Prema Racing,6,27,0,5,Italy,.18518518,0,27,0,.11111111,2.6666667,-13,-6,,.51851851,1,.30043527,.61194777,-.38801068,-.10500144,.62937379,36,21,6
R. Villagómez,14,2025,FIA Formula 2,43,0,0,2,8,0,0,Van Amersfoort Racing,10,27,0,3,Mexico,.11111111,0,30,0,.074074075,1.5925926,-14,-10,,.2962963,1,.1894674,-.21718341,-.38801068,-.59882945,.18310276,103,31,10
O. Goethe,15,2025,FIA Formula 2,37,0,0,1,7,0,0,MP Motorsport,5,27,0,3,German,.11111111,0,21,0,.037037037,1.3703704,-15,-5,,.25925925,1,.078499503,-.35537198,-.38801068,-.59882945,-.066053711,87,18,5
K. Maini,16,2025,FIA Formula 2,32,1,0,1,6,1,0,DAMS Lucas Oil,4,27,0,4,India,.14814815,.037037037,23,0,.037037037,1.1851852,-16,-4,,.22222222,1,-.032468382,-.49356049,-.38801068,-.35191542,-.56212413,56,11,4
R. Miyata,17,2025,FIA Formula 2,30,0,0,1,7,0,0,ART Grand Prix,8,27,0,3,Japan,.11111111,0,28,0,.037037037,1.1111112,-17,-8,,.25925925,1,-.14343627,-.35537198,-.38801068,-.59882945,-.2879895,97,2,8
N. Tsolov,18,2025,FIA Formula 2,12,0,0,1,2,0,0,Campos Racing,3,4,0,3,Bulgaria,.75,0,11,0,.25,3,-18,-3,,.5,1,-.25440416,.54285359,-.38801068,3.6604373,-3.7599986,83,5,3
A. Cordeel,19,2025,FIA Formula 2,3,0,0,0,2,0,0,Rodin Motorsport,7,23,0,4,Belgium,.17391305,0,6,0,0,.13043478,-19,-7,,.086956523,1,-.36537206,-.99824911,-.38801068,-.18014912,-1.5714828,3,25,7
S. Meguetounif,20,2025,FIA Formula 2,2,0,0,0,2,0,0,Trident,11,21,0,6,France,.2857143,0,20,0,0,.095238097,-20,-11,,.095238097,1,-.47633994,-.96734977,-.38801068,.56519389,-2.3968942,109,28,11
M. Stenshorne,21,2025,FIA Formula 2,2,0,0,0,1,0,0,Rodin Motorsport,7,6,0,3,Norway,.5,0,34,0,0,.33333334,-21,-7,,.16666667,1,-.58730781,-.70084327,-.38801068,1.9937677,-3.6699295,74,25,7
J. Bennett,22,2025,FIA Formula 2,1,0,0,0,1,0,0,Van Amersfoort Racing,10,27,0,5,Britian,.18518518,0,9,0,0,.037037037,-22,-10,,.037037037,1,-.69827574,-1.1845032,-.38801068,-.10500144,-2.1657882,43,31,10
M. Esterson,23,2025,FIA Formula 2,0,0,0,0,0,0,0,Trident,11,27,0,4,America,.14814815,0,1,0,0,0,-23,-11,,0,1,-.80924362,-1.3226918,-.38801068,-.35191542,-2.1680307,67,28,11
C. Shields,24,2025,FIA Formula 2,0,0,0,0,0,0,0,AIX Racing,9,27,0,6,Britian,.22222222,0,9,0,0,0,-24,-9,,0,1,-.92021149,-1.3226918,-.38801068,.14191264,-2.7728267,22,1,9
L. van Hoepen,25,2025,FIA Formula 2,0,0,0,0,0,0,0,Trident,11,6,0,1,Netherlands,.16666667,0,32,0,0,0,-25,-11,,0,1,-1.0311794,-1.3226918,-.38801068,-.22845837,-2.5134234,65,28,11
T. Inthraphuvasak,26,2025,FIA Formula 2,0,0,0,0,0,0,0,Trident,11,2,0,0,Thailand,0,0,41,0,0,0,-26,-11,,0,1,-1.1421473,-1.3226918,-.38801068,-1.3395715,-1.5132782,115,28,11
J. Wharton,27,2025,FIA Formula 2,0,0,0,0,0,0,0,Trident,11,2,0,1,Australia,.5,0,3,0,0,0,-27,-11,,0,1,-1.2531152,-1.3226918,-.38801068,1.9937677,-4.9575853,55,28,11
G. Bortoleto,1,2024,FIA Formula 2,214.5,0,2,8,22,2,1,Invicta Racing,1,28,2,3,Brazil,.10714286,.071428575,7,.071428575,.2857143,7.6607141,-1,-1,,.78571427,1,1.6320499,1.6088794,1.1846056,-.62528449,5.0508194,34,16,1
I. Hadjar,2,2024,FIA Formula 2,192,0,4,8,15,4,1,Campos Racing,2,28,1,5,France,.17857143,.14285715,20,.035714287,.2857143,6.8571429,-2,-2,,.53571427,1,1.521082,.67610675,.39829746,-.14909317,2.7445793,41,5,2
P. Aron,3,2024,FIA Formula 2,163,0,1,8,20,1,0,Hitech Pulse-Eight,4,27,4,5,Estonia,.18518518,.037037037,18,.14814815,.2962963,6.0370369,-3,-4,,.74074072,1,1.4101142,1.441079,2.8737118,-.10500144,5.8299065,90,14,4
Z. Maloney,4,2024,FIA Formula 2,140,1,1,7,16,2,0,Rodin Motorsport,8,26,1,3,Barbados,.11538462,.07692308,5,.03846154,.26923078,5.3846154,-4,-8,,.61538464,1,1.2991463,.97336411,.45878267,-.57033938,3.3016324,120,25,8
J. Crawford,5,2024,FIA Formula 2,125,0,1,6,19,1,0,DAMS Lucas Oil,6,28,0,4,America,.14285715,.035714287,1,0,.21428572,4.4642859,-5,-6,,.6785714,1,1.1881784,1.2091197,-.38801068,-.38718882,2.3964763,46,11,6
A. Antonelli,6,2024,FIA Formula 2,113,1,1,3,13,2,1,Prema Racing,5,26,0,4,Italy,.15384616,.07692308,27,0,.11538462,4.3461537,-6,-5,,.5,1,1.0772105,.54285359,-.38801068,-.3139286,1.5459821,2,21,5
V. Martins,7,2024,FIA Formula 2,107,1,0,4,13,1,0,ART Grand Prix,7,28,1,6,France,.21428572,.035714287,20,.035714287,.14285715,3.8214285,-7,-7,,.4642857,1,.96624261,.40960029,.39829746,.08900249,1.6851379,118,2,7
R. Verschoor,8,2024,FIA Formula 2,106,0,0,5,13,0,0,MP Motorsport,3,26,2,6,Netherlands,.23076923,0,32,.07692308,.1923077,4.0769229,-8,-3,,.5,1,.85527474,.54285359,1.3055761,.19889279,2.5048115,102,18,3
F. Colapinto,9,2024,FIA Formula 2,96,1,0,3,10,1,1,MP Motorsport,3,19,0,3,Argentina,.15789473,.052631579,2,0,.15789473,5.0526314,-9,-3,,.52631581,1,.74430686,.64104027,-.38801068,-.2869381,1.2842746,30,18,3
J. Dürksen,10,2024,FIA Formula 2,87,1,1,4,10,2,0,AIX Racing,9,28,0,6,Paraguay,.21428572,.071428575,35,0,.14285715,3.1071429,-10,-9,,.35714287,1,.63333893,.0098406523,-.38801068,.08900249,.16616641,49,1,9
D. Hauger,11,2024,FIA Formula 2,85.5,1,0,4,17,1,0,MP Motorsport,3,24,2,4,Norway,.16666667,.041666668,34,.083333336,.16666667,3.5625,-11,-3,,.70833331,1,.52237105,1.3201641,1.4467083,-.22845837,3.5177019,27,18,3
O. Bearman,12,2024,FIA Formula 2,75,3,0,3,10,3,1,Prema Racing,5,24,0,3,Britain,.125,.125,8,0,.125,3.125,-12,-5,,.41666666,1,.41140318,.23192932,-.38801068,-.50623667,.76155847,85,21,5
K. Maini,13,2024,FIA Formula 2,74,1,0,5,11,1,0,Invicta Racing,1,27,1,3,India,.11111111,.037037037,23,.037037037,.18518518,2.7407408,-13,-1,,.4074074,1,.30043527,.1973822,.42741993,-.59882945,1.5240668,56,16,1
J. Martí,14,2024,FIA Formula 2,62,1,0,4,9,1,0,Campos Racing,2,28,0,9,Spain,.32142857,.035714287,38,0,.14285715,2.2142856,-14,-2,,.32142857,1,.1894674,-.12341263,-.38801068,.80328941,-1.1252453,52,5,2
E. Fittipaldi,15,2024,FIA Formula 2,61,0,1,2,7,1,0,Van Amersfoort Racing,11,24,0,3,Brazil,.125,.041666668,7,0,.083333336,2.5416667,-15,-11,,.29166666,1,.078499503,-.23445702,-.38801068,-.50623667,-.037731521,29,31,11
Z. O'Sullivan,16,2024,FIA Formula 2,59,0,1,1,7,1,0,ART Grand Prix,7,26,0,5,Britain,.1923077,.03846154,8,0,.03846154,2.2692308,-16,-7,,.26923078,1,-.032468382,-.3181673,-.38801068,-.057517912,-.68112844,121,2,7
A. Cordeel,17,2024,FIA Formula 2,39,0,0,0,7,0,0,Hitech Pulse-Eight,4,28,0,6,Belgium,.21428572,0,6,0,0,1.3928572,-17,-4,,.25,1,-.14343627,-.3899191,-.38801068,.08900249,-1.0103686,3,14,4
J. Correa,18,2024,FIA Formula 2,31,0,0,1,5,0,0,DAMS Lucas Oil,6,24,0,4,America,.16666667,0,1,0,.041666668,1.2916666,-18,-6,,.20833333,1,-.25440416,-.54538125,-.38801068,-.22845837,-.95933771,45,11,6
R. Miyata,19,2024,FIA Formula 2,31,0,0,0,8,0,0,Rodin Motorsport,8,28,0,2,Japan,.071428575,0,28,0,0,1.1071428,-19,-8,,.2857143,1,-.36537206,-.2566658,-.38801068,-.86338013,-.1466684,97,25,8
D. Beganovic,20,2024,FIA Formula 2,22,0,0,1,3,0,0,DAMS Lucas Oil,6,4,0,0,Sweden,0,0,39,0,.25,5.5,-20,-6,,.75,1,-.47633994,1.4756262,-.38801068,-1.3395715,1.9508471,25,11,6
T. Barnard,21,2024,FIA Formula 2,18,1,0,1,4,1,0,AIX Racing,9,19,0,3,British,.15789473,.052631579,10,0,.052631579,.94736844,-21,-9,,.21052632,1,-.58730781,-.53719896,-.38801068,-.2869381,-1.2255794,113,1,9
O. Goethe,22,2024,FIA Formula 2,14,0,0,0,2,0,0,MP Motorsport,3,8,0,3,German,.375,0,21,0,0,1.75,-22,-3,,.25,1,-.69827574,-.3899191,-.38801068,1.1604329,-2.6366384,87,18,3
R. Stanek,23,2024,FIA Formula 2,14,1,0,1,3,1,0,Trident,10,21,0,4,Czech Republic,.19047619,.047619049,16,0,.047619049,.66666669,-23,-10,,.14285715,1,-.80924362,-.78967881,-.38801068,-.069727942,-1.9172052,100,28,10
R. Villagómez,24,2024,FIA Formula 2,13,0,0,0,4,0,0,Van Amersfoort Racing,11,28,0,5,Mexico,.17857143,0,30,0,0,.4642857,-24,-11,,.14285715,1,-.92021149,-.78967881,-.38801068,-.14909317,-1.9488078,103,31,11
C. Mansell,25,2024,FIA Formula 2,10,0,0,0,3,0,0,Trident,10,6,0,0,Australia,0,0,3,0,0,1.6666666,-25,-10,,.5,1,-1.0311794,.54285359,-.38801068,-1.3395715,.46323496,20,28,10
L. Browning,26,2024,FIA Formula 2,7,0,0,0,2,0,0,ART Grand Prix,7,6,0,0,British,0,0,10,0,0,1.1666666,-26,-7,,.33333334,1,-1.1421473,-.078994833,-.38801068,-1.3395715,-.26958135,57,2,7
G. Minì,27,2024,FIA Formula 2,6,0,0,1,1,0,0,Prema Racing,5,2,0,1,Italy,.5,0,27,0,.5,3,-27,-5,,.5,1,-1.2531152,.54285359,-.38801068,1.9937677,-3.0920401,36,21,5
J. Bennett,28,2024,FIA Formula 2,4,0,0,0,1,0,0,Van Amersfoort Racing,11,4,0,0,British,0,0,10,0,0,1,-28,-11,,.25,1,-1.3640831,-.3899191,-.38801068,-1.3395715,-.80244136,43,31,11
L. Fornaroli,29,2024,FIA Formula 2,0,0,0,0,0,0,0,Rodin Motorsport,8,2,0,0,Italy,0,0,27,0,0,0,-29,-8,,0,1,-1.4750509,-1.3226918,-.38801068,-1.3395715,-1.8461819,59,25,8
C. Shields,30,2024,FIA Formula 2,0,0,0,0,0,0,0,Trident,10,4,0,0,British,0,0,10,0,0,0,-30,-10,,0,1,-1.5860188,-1.3226918,-.38801068,-1.3395715,-1.9571497,22,28,10
M. Esterson,31,2024,FIA Formula 2,0,0,0,0,0,0,0,Trident,10,4,0,0,America,0,0,1,0,0,0,-31,-10,,0,1,-1.6969867,-1.3226918,-.38801068,-1.3395715,-2.0681176,67,28,10
N. Koolen,32,2024,FIA Formula 2,0,0,0,0,0,0,0,AIX Racing,9,4,0,1,Netherlands,.25,0,32,0,0,0,-32,-9,,0,1,-1.8079547,-1.3226918,-.38801068,.32709813,-3.8457553,78,1,9
T. Pourchaire,1,2023,FIA Formula 2,203,0,1,10,19,1,0,ART Grand Prix,1,26,2,4,France,.15384616,.03846154,20,.07692308,.38461539,7.8076925,-1,-1,,.73076922,1,1.6320499,1.4038744,1.3055761,-.3139286,4.6554289,117,2,1
F. Vesti,2,2023,FIA Formula 2,192,4,2,10,16,6,0,Prema Racing,2,25,1,5,Denmark,.2,.23999999,17,.039999999,.40000001,7.6799998,-2,-2,,.63999999,1,1.521082,1.0652062,.49265435,-.0062357713,3.0851784,32,21,2
J. Doohan,3,2023,FIA Formula 2,168,0,3,5,16,3,1,Invicta Virtuosi Racing,5,25,2,4,Australia,.16,.12,3,.079999998,.2,6.7199998,-3,-5,,.63999999,1,1.4101142,1.0652062,1.3733194,-.27290297,4.1215429,48,17,5
A. Iwasa,4,2023,FIA Formula 2,165,2,1,6,17,3,0,DAMS,4,26,1,3,Japan,.11538462,.11538462,28,.03846154,.23076923,6.3461537,-4,-4,,.65384614,1,1.2991463,1.1168675,.45878267,-.57033938,3.4451358,8,9,4
V. Martins,5,2023,FIA Formula 2,150,0,1,9,18,1,0,ART Grand Prix,1,25,3,5,France,.2,.039999999,20,.12,.36000001,6,-5,-1,,.72000003,1,1.1881784,1.3636936,2.2539845,-.0062357713,4.8120923,118,2,1
O. Bearman,6,2023,FIA Formula 2,130,1,3,5,14,4,0,Prema Racing,2,26,3,4,United Kingdom,.15384616,.15384616,43,.11538462,.1923077,5,-6,-2,,.53846157,1,1.0772105,.68635714,2.1523693,-.3139286,4.2298656,85,21,2
E. Fittipaldi,7,2023,FIA Formula 2,124,1,0,5,15,1,0,Rodin Carlin,3,25,0,4,Brazil,.16,.039999999,7,0,.2,4.96,-7,-3,,.60000002,1,.96624261,.91596276,-.38801068,-.27290297,1.7670977,29,24,3
D. Hauger,8,2023,FIA Formula 2,113,2,0,4,16,2,0,MP Motorsport,6,25,0,4,Norway,.16,.079999998,34,0,.16,4.52,-8,-6,,.63999999,1,.85527474,1.0652062,-.38801068,-.27290297,1.8053732,27,18,6
R. Verschoor,9,2023,FIA Formula 2,108,0,1,3,14,1,0,Van Amersfoort Racing,7,25,0,5,Netherlands,.2,.039999999,32,0,.12,4.3200002,-9,-7,,.56,1,.74430686,.76671904,-.38801068,-.0062357713,1.129251,102,31,7
Z. Maloney,10,2023,FIA Formula 2,96,0,0,4,8,0,0,Rodin Carlin,3,26,0,4,Barbados,.15384616,0,5,0,.15384616,3.6923077,-10,-3,,.30769232,1,.63333893,-.17466383,-.38801068,-.3139286,.38459301,120,24,3
K. Maini,11,2023,FIA Formula 2,62,0,0,1,12,0,0,Campos Racing,9,26,0,4,India,.15384616,0,23,0,.03846154,2.3846154,-11,-9,,.46153846,1,.52237105,.39935011,-.38801068,-.3139286,.84763908,56,5,9
J. Daruvala,12,2023,FIA Formula 2,59,0,0,3,9,0,0,MP Motorsport,6,24,0,5,India,.20833333,0,23,0,.125,2.4583333,-12,-6,,.375,1,.41140318,.076467238,-.38801068,.04931983,.050539907,47,18,6
J. Crawford,13,2023,FIA Formula 2,57,1,0,5,10,1,0,Hitech Pulse-Eight,8,26,1,5,United States,.1923077,.03846154,44,.03846154,.1923077,2.1923077,-13,-8,,.38461539,1,.30043527,.11234314,.45878267,-.057517912,.929079,46,14,8
I. Hadjar,14,2023,FIA Formula 2,55,0,0,1,11,0,0,Hitech Pulse-Eight,8,26,0,2,France,.07692308,0,20,0,.03846154,2.1153846,-14,-8,,.42307693,1,.1894674,.25584662,-.38801068,-.82675004,.88405335,41,14,8
A. Leclerc,15,2023,FIA Formula 2,49,0,0,1,10,0,0,DAMS,4,26,0,4,Monaco,.15384616,0,31,0,.03846154,1.8846154,-15,-4,,.38461539,1,.078499503,.11234314,-.38801068,-.3139286,.11676057,9,9,4
R. Boschung,16,2023,FIA Formula 2,37,1,0,2,6,1,0,Campos Racing,9,25,0,7,Switzerland,.28,.039999999,40,0,.079999998,1.48,-16,-9,,.23999999,1,-.032468382,-.42723003,-.38801068,.52709848,-1.3748076,94,5,9
C. Novalak,17,2023,FIA Formula 2,28,0,1,1,2,1,0,Trident,10,23,0,4,France,.17391305,.043478262,20,0,.043478262,1.2173913,-17,-10,,.086956523,1,-.14343627,-.99824911,-.38801068,-.18014912,-1.3495469,21,28,10
R. Stanek,18,2023,FIA Formula 2,15,0,0,0,6,0,0,Trident,10,26,0,3,Czech Republic,.11538462,0,16,0,0,.57692307,-18,-10,,.23076923,1,-.25440416,-.46167085,-.38801068,-.57033938,-.5337463,100,28,10
J. Correa,19,2023,FIA Formula 2,13,0,0,0,6,0,0,Van Amersfoort Racing,7,26,0,2,United States,.07692308,0,44,0,0,.5,-19,-7,,.23076923,1,-.36537206,-.46167085,-.38801068,-.82675004,-.38830355,45,31,7
A. Cordeel,20,2023,FIA Formula 2,8,0,0,0,2,0,0,Invicta Virtuosi Racing,5,26,0,4,Belgium,.15384616,0,6,0,0,.30769232,-20,-5,,.07692308,1,-.47633994,-1.0356848,-.38801068,-.3139286,-1.5861068,3,17,5
R. Nissany,21,2023,FIA Formula 2,0,0,0,0,0,0,0,PHM Racing by Charouz,11,26,0,5,Israel,.1923077,0,26,0,0,0,-21,-11,,0,1,-.58730781,-1.3226918,-.38801068,-.057517912,-2.2404923,98,19,11
B. Benavides,22,2023,FIA Formula 2,0,0,0,0,0,0,0,PHM Racing by Charouz,11,18,0,4,United States,.22222222,0,44,0,0,0,-22,-11,,0,1,-.69827574,-1.3226918,-.38801068,.14191264,-2.5508909,14,19,11
J. Mason,23,2023,FIA Formula 2,0,0,0,0,0,0,0,PHM Racing by Charouz,11,8,0,1,United Kingdom,.125,0,43,0,0,0,-23,-11,,0,1,-.80924362,-1.3226918,-.38801068,-.50623667,-2.0137095,53,19,11
P. Aron,24,2023,FIA Formula 2,0,0,0,0,0,0,0,Trident,10,2,0,0,Estonia,0,0,18,0,0,0,-24,-10,,0,1,-.92021149,-1.3226918,-.38801068,-1.3395715,-1.2913425,90,28,10
F. Colapinto,25,2023,FIA Formula 2,0,0,0,0,0,0,0,MP Motorsport,6,2,0,1,Argentina,.5,0,2,0,0,0,-25,-6,,0,1,-1.0311794,-1.3226918,-.38801068,1.9937677,-4.7356496,30,18,6
F. Drugovich,1,2022,FIA Formula 2,265,1,4,12,25,5,0,MP Motorsport,1,28,4,2,Brazil,.071428575,.17857143,7,.14285715,.42857143,9.4642859,-1,-1,,.89285713,1,1.6320499,2.0086391,2.7572219,-.86338013,7.261291,31,18,1
T. Pourchaire,2,2022,FIA Formula 2,164,0,3,7,16,3,0,ART Grand Prix,3,28,0,5,France,.17857143,.10714286,20,0,.25,5.8571429,-2,-3,,.5714286,1,1.521082,.80936015,-.38801068,-.14909317,2.0915246,117,2,3
L. Lawson,3,2022,FIA Formula 2,149,4,0,10,19,4,1,Carlin,2,28,0,4,New Zealand,.14285715,.14285715,33,0,.35714287,5.3214288,-3,-2,,.6785714,1,1.4101142,1.2091197,-.38801068,-.38718882,2.618412,61,7,2
L. Sargeant,4,2022,FIA Formula 2,148,0,2,4,21,2,1,Carlin,2,28,2,6,United States,.21428572,.071428575,44,.071428575,.14285715,5.2857141,-4,-2,,.75,1,1.2991463,1.4756262,1.1846056,.08900249,3.8703756,63,7,2
A. Iwasa,5,2022,FIA Formula 2,141,0,2,6,16,2,0,DAMS,6,27,2,1,Japan,.037037037,.074074075,28,.074074075,.22222222,5.2222223,-5,-6,,.5925926,1,1.1881784,.88832498,1.2428505,-1.0926574,4.4120111,8,9,6
J. Doohan,6,2022,FIA Formula 2,128,2,1,6,17,3,0,Virtuosi Racing,7,28,3,6,Australia,.21428572,.10714286,3,.10714286,.21428572,4.5714288,-6,-7,,.60714287,1,1.0772105,.9426133,1.9709136,.08900249,3.9017351,48,32,7
E. Fittipaldi,7,2022,FIA Formula 2,126,0,0,6,15,0,0,Prema Racing,4,28,0,3,Brazil,.10714286,0,7,0,.21428572,4.5,-7,-4,,.53571427,1,.96624261,.67610675,-.38801068,-.62528449,1.8796232,29,21,4
J. Daruvala,8,2022,FIA Formula 2,126,0,1,8,17,1,0,Charouz Racing System,8,27,0,3,India,.11111111,.037037037,23,0,.2962963,4.6666665,-8,-8,,.62962961,1,.85527474,1.0265135,-.38801068,-.59882945,2.092607,47,8,8
F. Vesti,9,2022,FIA Formula 2,117,1,0,5,14,1,0,ART Grand Prix,3,28,1,2,Denmark,.071428575,.035714287,17,.035714287,.17857143,4.1785712,-9,-3,,.5,1,.74430686,.54285359,.39829746,-.86338013,2.5488381,32,2,3
D. Hauger,10,2022,FIA Formula 2,115,1,1,4,12,2,0,Prema Racing,4,28,0,4,Norway,.14285715,.071428575,34,0,.14285715,4.1071429,-10,-4,,.42857143,1,.63333893,.2763471,-.38801068,-.38718882,.90886414,27,21,4
J. Vips,11,2022,FIA Formula 2,114,1,0,5,19,1,0,Hitech Grand Prix,5,28,2,3,Estonia,.10714286,.035714287,18,.071428575,.17857143,4.0714288,-11,-5,,.6785714,1,.52237105,1.2091197,1.1846056,-.62528449,3.5413809,54,13,5
R. Verschoor,12,2022,FIA Formula 2,103,1,0,4,14,1,0,Trident,9,27,0,4,Netherlands,.14814815,.037037037,32,0,.14814815,3.8148148,-12,-9,,.51851851,1,.41140318,.61194777,-.38801068,-.35191542,.98725569,102,28,9
M. Armstrong,13,2022,FIA Formula 2,93,3,0,4,14,3,0,Hitech Grand Prix,5,28,0,4,New Zealand,.14285715,.10714286,33,0,.14285715,3.3214285,-13,-5,,.5,1,.30043527,.54285359,-.38801068,-.38718882,.84246701,66,13,5
C. Novalak,14,2022,FIA Formula 2,40,0,0,1,6,0,0,MP Motorsport,1,28,0,6,France,.21428572,0,20,0,.035714287,1.4285715,-14,-1,,.21428572,1,.1894674,-.52317232,-.38801068,.08900249,-.81071806,21,18,1
R. Boschung,15,2022,FIA Formula 2,40,0,0,2,5,0,0,Campos Racing,11,16,0,4,Switzerland,.25,0,40,0,.125,2.5,-15,-11,,.3125,1,.078499503,-.15672593,-.38801068,.32709813,-.79333526,94,5,11
J. Hughes,16,2022,FIA Formula 2,26,0,0,0,5,0,0,Van Amersfoort Racing,10,15,0,3,United Kingdom,.2,0,43,0,0,1.7333333,-16,-10,,.33333334,1,-.032468382,-.078994833,-.38801068,-.0062357713,-.49323812,50,31,10
A. Cordeel,17,2022,FIA Formula 2,26,0,0,0,4,0,0,Van Amersfoort Racing,10,24,0,5,Belgium,.20833333,0,6,0,0,1.0833334,-17,-10,,.16666667,1,-.14343627,-.70084327,-.38801068,.04931983,-1.28161,3,31,10
D. Beckmann,18,2022,FIA Formula 2,25,0,0,0,5,0,0,Van Amersfoort Racing,10,14,0,1,Germany,.071428575,0,22,0,0,1.7857143,-18,-10,,.35714287,1,-.25440416,.0098406523,-.38801068,-.86338013,.23080595,24,31,10
R. Nissany,19,2022,FIA Formula 2,20,0,0,0,8,0,0,DAMS,6,6,0,4,Israel,.66666669,0,26,0,0,3.3333333,-19,-6,,1.3333334,1,-.36537206,3.652096,-.38801068,3.104881,-.20616776,98,9,6
R. Merhi,20,2022,FIA Formula 2,15,0,0,1,1,0,0,Campos Racing,11,26,0,4,Spain,.15384616,0,38,0,.03846154,.57692307,-20,-11,,.03846154,1,-.47633994,-1.1791883,-.38801068,-.3139286,-1.7296102,96,5,11
O. Caldwell,21,2022,FIA Formula 2,12,0,0,0,2,0,0,Campos Racing,11,28,0,7,United Kingdom,.25,0,43,0,0,.42857143,-21,-11,,.071428575,1,-.58730781,-1.0561852,-.38801068,.32709813,-2.3586018,86,5,11
M. Sato,22,2022,FIA Formula 2,6,0,0,0,3,0,0,Virtuosi Racing,7,28,0,5,Japan,.17857143,0,28,0,0,.21428572,-22,-7,,.10714286,1,-.69827574,-.92293203,-.38801068,-.14909317,-1.8601253,72,32,7
C. Williams,23,2022,FIA Formula 2,5,0,0,0,1,0,0,Trident,9,26,0,4,Australia,.15384616,0,3,0,0,.1923077,-23,-9,,.03846154,1,-.80924362,-1.1791883,-.38801068,-.3139286,-2.0625138,23,28,9
C. Bölükba,24,2022,FIA Formula 2,0,0,0,0,0,0,0,Charouz Racing System,8,16,0,4,Turkey,.25,0,42,0,0,0,-24,-8,,0,1,-.92021149,-1.3226918,-.38801068,.32709813,-2.9580121,16,8,8
L. Ghiotto,25,2022,FIA Formula 2,0,0,0,0,0,0,0,DAMS,6,2,0,1,Italy,.5,0,27,0,0,0,-25,-6,,0,1,-1.0311794,-1.3226918,-.38801068,1.9937677,-4.7356496,60,9,6
